notes: n=200, m=13468, elb=1, eub=20, conf_density=0.0002, clb=25, cub= 200, seed= 5361
p spec 200 13468 18137
s 21
t 151
a 0 1 2
a 97 45 5
a 97 185 5
a 97 92 3
a 97 56 8
a 97 85 3
a 97 160 4
a 97 150 14
a 97 156 1
a 97 24 12
a 97 81 2
a 97 87 4
a 97 146 3
a 97 157 6
a 97 43 1
a 97 20 17
a 97 27 2
a 97 165 17
a 97 48 4
a 97 8 2
a 97 53 8
a 97 31 13
a 97 74 3
a 97 35 18
a 97 77 10
a 97 58 19
a 97 163 6
a 97 170 18
a 97 88 11
a 157 158 19
a 157 159 3
a 157 160 13
a 157 161 4
a 157 162 5
a 157 163 17
a 157 164 5
a 157 165 16
a 157 166 15
a 157 167 11
a 157 168 6
a 157 169 19
a 157 170 10
a 157 171 11
a 157 172 1
a 157 173 8
a 157 174 8
a 157 175 10
a 157 176 2
a 157 177 4
a 157 178 4
a 157 179 10
a 157 180 4
a 157 181 14
a 157 182 4
a 157 183 7
a 157 184 12
a 157 185 10
a 157 186 16
a 157 187 12
a 157 188 9
a 157 189 17
a 157 190 6
a 157 191 5
a 157 192 9
a 157 193 11
a 157 194 3
a 157 195 12
a 157 196 13
a 157 197 2
a 157 198 9
a 157 199 10
a 157 0 16
a 157 1 9
a 157 2 3
a 157 4 4
a 157 96 10
a 157 27 8
a 157 141 11
a 157 73 18
a 157 81 13
a 157 6 12
a 157 117 18
a 157 79 11
a 157 23 15
a 157 60 11
a 157 69 11
a 157 5 18
a 157 65 13
a 157 90 16
a 157 24 2
a 157 95 9
a 157 115 11
a 157 57 17
a 157 108 6
a 157 102 8
a 157 70 4
a 157 19 19
a 157 37 1
a 157 35 15
a 175 176 7
a 175 177 4
a 175 178 4
a 175 179 2
a 175 180 15
a 175 181 19
a 175 182 13
a 175 183 1
a 175 184 11
a 175 185 9
a 175 186 11
a 175 187 4
a 175 188 10
a 175 189 14
a 175 190 13
a 175 191 1
a 175 192 8
a 175 193 17
a 175 194 13
a 175 195 8
a 175 196 1
a 175 197 19
a 175 198 3
a 175 199 8
a 175 0 10
a 175 1 10
a 175 2 6
a 175 3 16
a 175 4 7
a 175 5 11
a 175 6 11
a 175 7 11
a 175 8 12
a 175 9 17
a 175 10 2
a 175 11 18
a 175 12 16
a 175 13 13
a 175 14 1
a 175 15 17
a 175 16 18
a 175 17 15
a 175 18 7
a 175 19 3
a 175 20 18
a 175 167 8
a 175 97 15
a 175 119 10
a 175 40 15
a 175 25 5
a 175 43 2
a 175 100 2
a 175 93 17
a 175 77 16
a 175 47 3
a 175 91 15
a 175 46 8
a 175 86 3
a 175 59 3
a 175 60 8
a 175 115 3
a 175 84 17
a 175 36 19
a 175 138 8
a 175 143 3
a 175 26 4
a 175 158 14
a 175 23 2
a 175 132 8
a 175 88 18
a 175 137 14
a 68 69 4
a 68 70 2
a 68 71 6
a 68 72 5
a 68 73 19
a 68 74 5
a 68 75 4
a 68 76 18
a 68 77 13
a 68 78 15
a 68 79 14
a 68 80 1
a 68 81 9
a 68 82 7
a 68 83 3
a 68 84 4
a 68 85 6
a 68 86 1
a 68 87 2
a 68 88 19
a 68 89 5
a 68 90 3
a 68 91 2
a 68 92 12
a 68 93 18
a 68 94 6
a 68 95 14
a 68 96 9
a 68 97 18
a 68 98 5
a 68 99 13
a 68 100 12
a 68 101 3
a 68 102 10
a 68 103 3
a 68 104 11
a 68 105 14
a 68 106 2
a 68 107 13
a 68 108 19
a 68 109 1
a 68 110 13
a 68 111 16
a 68 112 6
a 68 113 3
a 68 141 6
a 68 171 12
a 68 135 16
a 68 176 11
a 68 55 17
a 68 173 5
a 68 39 4
a 68 150 14
a 68 132 18
a 68 193 8
a 68 9 14
a 68 28 1
a 68 181 11
a 68 46 10
a 68 0 1
a 68 140 12
a 68 23 8
a 68 30 13
a 68 144 3
a 68 16 12
a 68 154 11
a 68 19 3
a 68 118 17
a 68 56 16
a 68 164 9
a 91 92 12
a 91 93 7
a 91 94 9
a 91 95 8
a 91 96 11
a 91 97 17
a 91 98 7
a 91 99 8
a 91 100 17
a 91 101 7
a 91 102 7
a 91 103 6
a 91 104 16
a 91 105 11
a 91 106 19
a 91 107 13
a 91 108 2
a 91 109 1
a 91 110 19
a 91 111 17
a 91 112 18
a 91 113 13
a 91 114 2
a 91 115 7
a 91 116 9
a 91 117 4
a 91 118 16
a 91 119 4
a 91 120 19
a 91 121 18
a 91 122 11
a 91 123 15
a 91 124 16
a 91 125 18
a 91 126 7
a 91 127 11
a 91 128 9
a 91 129 12
a 91 130 14
a 91 131 19
a 91 132 15
a 91 133 16
a 91 134 16
a 91 135 4
a 91 136 6
a 91 39 19
a 91 183 1
a 91 53 14
a 91 16 16
a 91 15 13
a 91 54 17
a 91 4 15
a 91 20 11
a 91 85 10
a 91 48 10
a 91 6 3
a 91 168 15
a 91 80 14
a 91 139 9
a 91 147 17
a 91 189 18
a 91 50 10
a 91 24 11
a 91 21 15
a 91 2 1
a 91 11 9
a 91 164 15
a 91 9 2
a 91 32 14
a 91 1 15
a 91 65 18
a 91 143 2
a 91 12 15
a 91 169 13
a 130 131 9
a 130 132 1
a 130 133 3
a 130 134 19
a 130 135 18
a 130 136 2
a 130 137 8
a 130 138 14
a 130 139 13
a 130 140 2
a 130 141 9
a 130 142 8
a 130 143 4
a 130 144 5
a 130 145 2
a 130 146 3
a 130 147 9
a 130 148 16
a 130 149 9
a 130 150 9
a 130 151 5
a 130 152 14
a 130 153 15
a 130 154 1
a 130 155 6
a 130 156 16
a 130 157 7
a 130 158 8
a 130 159 13
a 130 160 2
a 130 161 12
a 130 162 6
a 130 163 4
a 130 164 2
a 130 165 10
a 130 166 14
a 130 167 9
a 130 168 6
a 130 169 8
a 130 170 19
a 130 171 12
a 130 172 8
a 130 173 18
a 130 174 10
a 130 175 14
a 130 32 2
a 130 123 3
a 130 93 7
a 130 42 11
a 130 197 15
a 130 61 18
a 130 76 6
a 130 45 12
a 130 97 4
a 130 88 13
a 130 83 1
a 130 129 16
a 130 2 3
a 130 120 9
a 130 54 6
a 130 6 9
a 130 75 12
a 130 58 16
a 130 105 13
a 130 178 11
a 130 15 12
a 130 85 1
a 130 24 18
a 130 125 5
a 171 172 14
a 171 173 6
a 171 174 1
a 171 175 9
a 171 176 19
a 171 177 12
a 171 178 7
a 171 179 13
a 171 180 11
a 171 181 11
a 171 182 10
a 171 183 7
a 171 184 18
a 171 185 17
a 171 186 7
a 171 187 8
a 171 188 7
a 171 189 18
a 171 190 10
a 171 191 3
a 171 192 7
a 171 193 7
a 171 194 5
a 171 195 10
a 171 196 12
a 171 197 3
a 171 198 15
a 171 199 2
a 171 0 8
a 171 1 15
a 171 2 18
a 171 3 18
a 171 4 18
a 171 5 5
a 171 6 14
a 171 7 11
a 171 8 19
a 171 9 18
a 171 10 11
a 171 11 7
a 171 12 8
a 171 13 1
a 171 14 12
a 171 15 8
a 171 16 2
a 171 80 2
a 171 123 18
a 171 117 13
a 171 76 10
a 171 103 10
a 171 97 7
a 171 75 15
a 171 59 16
a 171 82 1
a 171 108 14
a 171 104 19
a 171 168 15
a 115 116 16
a 115 117 7
a 115 118 9
a 115 119 7
a 115 120 15
a 115 121 6
a 115 122 17
a 115 123 2
a 115 124 2
a 115 125 5
a 115 126 2
a 115 127 18
a 115 128 1
a 115 129 9
a 115 130 18
a 115 131 17
a 115 132 3
a 115 133 6
a 115 134 16
a 115 135 16
a 115 136 5
a 115 137 17
a 115 138 8
a 115 139 3
a 115 140 16
a 115 141 9
a 115 142 16
a 115 143 9
a 115 144 16
a 115 145 11
a 115 146 2
a 115 147 6
a 115 148 19
a 115 149 3
a 115 150 5
a 115 151 18
a 115 152 13
a 115 153 10
a 115 154 6
a 115 155 2
a 115 156 2
a 115 157 17
a 115 158 18
a 115 159 9
a 115 160 19
a 115 106 8
a 115 59 7
a 115 86 5
a 115 91 14
a 115 21 13
a 115 199 4
a 115 34 8
a 115 28 6
a 115 39 1
a 115 20 1
a 115 188 12
a 115 101 6
a 115 56 9
a 115 81 18
a 115 183 4
a 115 184 10
a 115 172 16
a 115 192 18
a 115 198 7
a 115 93 2
a 115 95 3
a 115 190 16
a 115 173 3
a 115 65 14
a 115 96 3
a 115 114 1
a 115 30 7
a 190 191 11
a 190 192 16
a 190 193 2
a 190 194 1
a 190 195 15
a 190 196 1
a 190 197 6
a 190 198 12
a 190 199 10
a 190 0 15
a 190 1 2
a 190 2 19
a 190 3 15
a 190 4 12
a 190 5 7
a 190 6 4
a 190 7 8
a 190 8 2
a 190 9 2
a 190 10 7
a 190 11 16
a 190 12 4
a 190 13 3
a 190 14 16
a 190 15 19
a 190 16 13
a 190 17 18
a 190 18 17
a 190 19 16
a 190 20 8
a 190 21 1
a 190 22 13
a 190 23 1
a 190 24 19
a 190 25 9
a 190 26 9
a 190 27 5
a 190 28 13
a 190 29 2
a 190 30 7
a 190 31 18
a 190 32 15
a 190 33 11
a 190 34 10
a 190 35 5
a 190 180 10
a 190 183 8
a 190 145 15
a 190 166 4
a 190 149 16
a 190 128 9
a 190 161 4
a 190 45 1
a 190 100 14
a 190 110 1
a 190 99 15
a 190 169 19
a 190 147 14
a 190 50 13
a 190 164 10
a 190 130 10
a 190 60 17
a 190 97 17
a 190 44 6
a 190 151 4
a 190 179 8
a 190 173 3
a 121 122 16
a 121 123 16
a 121 124 3
a 121 125 15
a 121 126 16
a 121 127 18
a 121 128 16
a 121 129 17
a 121 130 14
a 121 131 19
a 121 132 7
a 121 133 13
a 121 134 8
a 121 135 9
a 121 136 14
a 121 137 17
a 121 138 4
a 121 139 3
a 121 140 10
a 121 141 10
a 121 142 5
a 121 143 8
a 121 144 2
a 121 145 15
a 121 146 6
a 121 147 9
a 121 148 13
a 121 149 5
a 121 150 16
a 121 151 7
a 121 152 7
a 121 153 11
a 121 154 3
a 121 155 15
a 121 156 13
a 121 157 19
a 121 158 1
a 121 159 10
a 121 160 11
a 121 161 7
a 121 162 5
a 121 163 18
a 121 164 5
a 121 165 15
a 121 166 8
a 121 16 1
a 121 104 6
a 121 39 12
a 121 50 12
a 121 178 11
a 121 24 16
a 121 54 15
a 121 71 3
a 121 84 5
a 121 51 1
a 121 29 11
a 121 92 13
a 121 41 3
a 121 117 6
a 121 22 2
a 121 19 14
a 121 184 5
a 121 196 10
a 121 34 18
a 121 49 14
a 121 70 16
a 121 199 6
a 106 107 4
a 106 108 6
a 106 109 9
a 106 110 10
a 106 111 10
a 106 112 11
a 106 113 19
a 106 114 18
a 106 115 16
a 106 116 13
a 106 117 17
a 106 118 19
a 106 119 16
a 106 120 19
a 106 121 1
a 106 122 9
a 106 123 7
a 106 124 13
a 106 125 3
a 106 126 16
a 106 127 8
a 106 128 18
a 106 129 15
a 106 130 10
a 106 131 1
a 106 132 18
a 106 133 6
a 106 134 4
a 106 135 6
a 106 136 6
a 106 137 11
a 106 138 3
a 106 139 5
a 106 140 6
a 106 141 12
a 106 142 15
a 106 143 15
a 106 144 17
a 106 145 5
a 106 146 5
a 106 147 19
a 106 148 11
a 106 149 16
a 106 150 18
a 106 151 1
a 106 2 10
a 106 190 17
a 106 171 7
a 106 174 18
a 106 191 4
a 106 163 6
a 106 95 12
a 106 61 12
a 106 52 4
a 106 85 2
a 106 16 3
a 106 154 10
a 106 44 12
a 106 15 9
a 106 175 5
a 106 11 9
a 106 96 6
a 106 77 9
a 106 50 13
a 106 84 14
a 106 173 2
a 106 49 4
a 106 5 16
a 81 82 5
a 81 83 16
a 81 84 11
a 81 85 8
a 81 86 7
a 81 87 18
a 81 88 18
a 81 89 10
a 81 90 10
a 81 91 3
a 81 92 10
a 81 93 4
a 81 94 10
a 81 95 6
a 81 96 15
a 81 97 17
a 81 98 9
a 81 99 6
a 81 100 1
a 81 101 10
a 81 102 6
a 81 103 17
a 81 104 15
a 81 105 8
a 81 106 13
a 81 107 3
a 81 108 2
a 81 109 3
a 81 110 15
a 81 111 5
a 81 112 11
a 81 113 1
a 81 114 9
a 81 115 7
a 81 116 19
a 81 117 18
a 81 118 14
a 81 119 6
a 81 120 7
a 81 121 10
a 81 122 6
a 81 123 6
a 81 124 15
a 81 125 3
a 81 126 6
a 81 60 3
a 81 43 3
a 81 40 15
a 81 152 10
a 81 12 19
a 81 191 18
a 81 66 12
a 81 77 9
a 81 186 8
a 81 181 18
a 81 9 5
a 81 50 4
a 81 183 6
a 81 29 11
a 81 69 4
a 81 139 11
a 81 15 15
a 87 88 10
a 87 89 12
a 87 90 17
a 87 91 9
a 87 92 7
a 87 93 18
a 87 94 18
a 87 95 11
a 87 96 5
a 87 97 17
a 87 98 2
a 87 99 8
a 87 100 12
a 87 101 8
a 87 102 3
a 87 103 4
a 87 104 13
a 87 105 12
a 87 106 9
a 87 107 16
a 87 108 8
a 87 109 12
a 87 110 6
a 87 111 1
a 87 112 15
a 87 113 5
a 87 114 10
a 87 115 13
a 87 116 13
a 87 117 15
a 87 118 1
a 87 119 1
a 87 120 1
a 87 121 2
a 87 122 10
a 87 123 6
a 87 124 9
a 87 125 15
a 87 126 15
a 87 127 6
a 87 128 16
a 87 129 2
a 87 130 8
a 87 131 9
a 87 132 3
a 87 3 5
a 87 25 13
a 87 168 17
a 87 78 4
a 87 185 8
a 87 161 9
a 87 140 4
a 87 189 5
a 87 58 2
a 87 35 14
a 87 143 1
a 87 137 1
a 87 31 11
a 87 55 16
a 87 133 16
a 87 59 16
a 87 11 17
a 87 15 9
a 87 62 2
a 87 149 16
a 145 146 18
a 145 147 6
a 145 148 13
a 145 149 9
a 145 150 3
a 145 151 8
a 145 152 8
a 145 153 19
a 145 154 18
a 145 155 6
a 145 156 18
a 145 157 18
a 145 158 2
a 145 159 11
a 145 160 18
a 145 161 14
a 145 162 7
a 145 163 12
a 145 164 17
a 145 165 17
a 145 166 14
a 145 167 8
a 145 168 11
a 145 169 10
a 145 170 1
a 145 171 2
a 145 172 6
a 145 173 9
a 145 174 10
a 145 175 17
a 145 176 2
a 145 177 2
a 145 178 18
a 145 179 6
a 145 180 11
a 145 181 18
a 145 182 5
a 145 183 1
a 145 184 15
a 145 185 1
a 145 186 17
a 145 187 7
a 145 188 2
a 145 189 19
a 145 190 12
a 145 102 15
a 145 49 19
a 145 13 3
a 145 114 12
a 145 21 6
a 145 56 5
a 145 24 2
a 145 84 15
a 145 27 18
a 145 45 12
a 145 61 7
a 145 116 16
a 145 31 18
a 145 91 10
a 145 142 3
a 145 195 7
a 145 130 9
a 145 94 12
a 145 123 1
a 145 134 8
a 145 95 15
a 145 100 19
a 145 44 12
a 167 168 3
a 167 169 1
a 167 170 15
a 167 171 1
a 167 172 11
a 167 173 16
a 167 174 5
a 167 175 9
a 167 176 3
a 167 177 13
a 167 178 8
a 167 179 10
a 167 180 8
a 167 181 19
a 167 182 18
a 167 183 11
a 167 184 7
a 167 185 10
a 167 186 15
a 167 187 2
a 167 188 11
a 167 189 12
a 167 190 19
a 167 191 13
a 167 192 18
a 167 193 7
a 167 194 13
a 167 195 17
a 167 196 11
a 167 197 10
a 167 198 16
a 167 199 5
a 167 0 7
a 167 1 13
a 167 2 19
a 167 3 12
a 167 4 15
a 167 5 15
a 167 6 4
a 167 7 6
a 167 8 1
a 167 9 10
a 167 10 18
a 167 11 14
a 167 12 14
a 167 41 13
a 167 135 18
a 167 15 3
a 167 48 3
a 167 66 13
a 167 87 8
a 167 151 13
a 167 72 2
a 167 111 16
a 167 34 8
a 167 83 7
a 167 116 2
a 167 65 5
a 167 121 9
a 167 147 8
a 167 29 7
a 167 129 7
a 167 82 16
a 73 74 14
a 73 75 6
a 73 76 18
a 73 77 7
a 73 78 13
a 73 79 4
a 73 80 4
a 73 81 12
a 73 82 7
a 73 83 2
a 73 84 19
a 73 85 10
a 73 86 1
a 73 87 4
a 73 88 3
a 73 89 16
a 73 90 17
a 73 91 8
a 73 92 7
a 73 93 9
a 73 94 13
a 73 95 9
a 73 96 9
a 73 97 11
a 73 98 11
a 73 99 17
a 73 100 16
a 73 101 7
a 73 102 17
a 73 103 13
a 73 104 7
a 73 105 15
a 73 106 18
a 73 107 5
a 73 108 9
a 73 109 14
a 73 110 11
a 73 111 4
a 73 112 4
a 73 113 18
a 73 114 17
a 73 115 2
a 73 116 9
a 73 117 5
a 73 118 3
a 73 162 10
a 73 167 15
a 73 0 14
a 73 5 3
a 73 61 6
a 73 161 19
a 73 40 1
a 73 186 12
a 73 43 18
a 73 190 3
a 73 180 3
a 73 33 9
a 73 159 1
a 73 183 1
a 73 164 7
a 73 173 14
a 73 123 10
a 73 126 9
a 119 120 9
a 119 121 4
a 119 122 16
a 119 123 19
a 119 124 1
a 119 125 6
a 119 126 6
a 119 127 1
a 119 128 10
a 119 129 3
a 119 130 15
a 119 131 11
a 119 132 1
a 119 133 9
a 119 134 6
a 119 135 15
a 119 136 14
a 119 137 12
a 119 138 3
a 119 139 8
a 119 140 19
a 119 141 15
a 119 142 7
a 119 143 18
a 119 144 15
a 119 145 3
a 119 146 2
a 119 147 16
a 119 148 17
a 119 149 2
a 119 150 12
a 119 151 8
a 119 152 7
a 119 153 12
a 119 154 16
a 119 155 9
a 119 156 5
a 119 157 1
a 119 158 4
a 119 159 9
a 119 160 11
a 119 161 14
a 119 162 17
a 119 163 2
a 119 164 16
a 119 192 11
a 119 30 13
a 119 29 9
a 119 105 1
a 119 114 18
a 119 19 18
a 119 24 12
a 119 13 17
a 119 31 18
a 119 106 15
a 119 11 16
a 119 2 5
a 119 72 14
a 119 199 18
a 119 6 10
a 119 176 6
a 119 51 8
a 119 62 19
a 119 60 14
a 119 118 17
a 119 83 11
a 119 193 17
a 119 32 12
a 77 78 14
a 77 79 11
a 77 80 12
a 77 81 17
a 77 82 19
a 77 83 1
a 77 84 17
a 77 85 2
a 77 86 5
a 77 87 7
a 77 88 2
a 77 89 3
a 77 90 10
a 77 91 1
a 77 92 13
a 77 93 1
a 77 94 9
a 77 95 9
a 77 96 13
a 77 97 17
a 77 98 1
a 77 99 8
a 77 100 7
a 77 101 18
a 77 102 16
a 77 103 13
a 77 104 18
a 77 105 8
a 77 106 10
a 77 107 3
a 77 108 12
a 77 109 15
a 77 110 2
a 77 111 1
a 77 112 11
a 77 113 10
a 77 114 1
a 77 115 19
a 77 116 17
a 77 117 4
a 77 118 13
a 77 119 1
a 77 120 12
a 77 121 10
a 77 122 6
a 77 70 2
a 77 159 12
a 77 160 12
a 77 193 16
a 77 33 5
a 77 178 2
a 77 4 11
a 77 138 18
a 77 18 6
a 77 129 3
a 77 123 6
a 77 71 17
a 77 177 13
a 77 62 11
a 77 65 14
a 77 17 14
a 77 60 4
a 77 76 8
a 77 9 11
a 77 141 19
a 77 37 17
a 77 42 4
a 77 14 12
a 77 128 3
a 77 20 6
a 77 63 12
a 77 32 4
a 77 38 3
a 77 133 6
a 131 132 15
a 131 133 1
a 131 134 14
a 131 135 2
a 131 136 18
a 131 137 13
a 131 138 7
a 131 139 7
a 131 140 1
a 131 141 11
a 131 142 2
a 131 143 5
a 131 144 19
a 131 145 5
a 131 146 19
a 131 147 11
a 131 148 15
a 131 149 11
a 131 150 16
a 131 151 3
a 131 152 7
a 131 153 19
a 131 154 6
a 131 155 7
a 131 156 12
a 131 157 1
a 131 158 16
a 131 159 7
a 131 160 1
a 131 161 13
a 131 162 9
a 131 163 8
a 131 164 4
a 131 165 3
a 131 166 19
a 131 167 15
a 131 168 12
a 131 169 7
a 131 170 13
a 131 171 6
a 131 172 19
a 131 173 19
a 131 174 6
a 131 175 7
a 131 176 12
a 131 90 19
a 131 10 3
a 131 86 14
a 131 51 15
a 131 103 14
a 131 59 7
a 131 19 6
a 131 30 5
a 131 181 1
a 131 119 18
a 131 21 8
a 131 28 8
a 131 116 13
a 131 18 10
a 131 95 10
a 131 100 6
a 131 52 5
a 131 78 11
a 131 58 12
a 131 112 3
a 131 82 18
a 131 87 9
a 131 114 15
a 131 43 12
a 131 107 12
a 131 38 2
a 116 117 11
a 116 118 10
a 116 119 9
a 116 120 2
a 116 121 18
a 116 122 4
a 116 123 13
a 116 124 4
a 116 125 11
a 116 126 16
a 116 127 15
a 116 128 3
a 116 129 9
a 116 130 16
a 116 131 2
a 116 132 18
a 116 133 16
a 116 134 1
a 116 135 1
a 116 136 16
a 116 137 1
a 116 138 4
a 116 139 15
a 116 140 14
a 116 141 2
a 116 142 15
a 116 143 15
a 116 144 18
a 116 145 1
a 116 146 6
a 116 147 11
a 116 148 19
a 116 149 2
a 116 150 6
a 116 151 14
a 116 152 11
a 116 153 5
a 116 154 3
a 116 155 1
a 116 156 2
a 116 157 6
a 116 158 12
a 116 159 17
a 116 160 14
a 116 161 6
a 116 106 14
a 116 172 2
a 116 97 6
a 116 70 15
a 116 191 1
a 116 193 13
a 116 2 13
a 116 34 9
a 116 61 11
a 116 179 2
a 116 187 11
a 116 16 3
a 116 101 18
a 116 113 8
a 116 168 9
a 116 197 13
a 116 112 13
a 116 30 4
a 116 18 4
a 116 28 8
a 116 95 1
a 116 71 18
a 116 178 15
a 116 85 15
a 116 50 7
a 69 70 19
a 69 71 12
a 69 72 15
a 69 73 8
a 69 74 7
a 69 75 3
a 69 76 8
a 69 77 5
a 69 78 11
a 69 79 9
a 69 80 9
a 69 81 11
a 69 82 5
a 69 83 15
a 69 84 6
a 69 85 18
a 69 86 19
a 69 87 4
a 69 88 1
a 69 89 6
a 69 90 13
a 69 91 2
a 69 92 4
a 69 93 4
a 69 94 14
a 69 95 6
a 69 96 12
a 69 97 12
a 69 98 19
a 69 99 14
a 69 100 6
a 69 101 9
a 69 102 11
a 69 103 6
a 69 104 7
a 69 105 18
a 69 106 16
a 69 107 19
a 69 108 6
a 69 109 1
a 69 110 19
a 69 111 6
a 69 112 11
a 69 113 14
a 69 114 9
a 69 14 11
a 69 39 14
a 69 29 19
a 69 120 16
a 69 13 13
a 69 140 18
a 69 139 1
a 69 197 6
a 69 199 13
a 69 153 4
a 69 7 13
a 69 163 11
a 69 143 17
a 69 47 10
a 69 9 12
a 69 53 7
a 69 37 5
a 69 133 6
a 69 34 1
a 69 15 5
a 69 17 16
a 173 174 3
a 173 175 5
a 173 176 1
a 173 177 2
a 173 178 14
a 173 179 11
a 173 180 7
a 173 181 8
a 173 182 4
a 173 183 19
a 173 184 4
a 173 185 10
a 173 186 13
a 173 187 6
a 173 188 14
a 173 189 19
a 173 190 18
a 173 191 2
a 173 192 2
a 173 193 15
a 173 194 11
a 173 195 5
a 173 196 4
a 173 197 11
a 173 198 8
a 173 199 17
a 173 0 18
a 173 1 1
a 173 2 3
a 173 3 18
a 173 4 8
a 173 5 19
a 173 6 3
a 173 7 11
a 173 8 5
a 173 9 1
a 173 10 15
a 173 11 13
a 173 12 3
a 173 13 15
a 173 14 18
a 173 15 19
a 173 16 2
a 173 17 19
a 173 18 15
a 173 72 16
a 173 147 10
a 173 91 15
a 173 19 15
a 173 47 18
a 173 86 7
a 173 93 7
a 173 167 5
a 173 135 10
a 173 53 6
a 173 68 10
a 173 103 8
a 173 157 1
a 173 158 3
a 173 112 5
a 173 137 14
a 173 156 17
a 173 102 7
a 173 81 2
a 173 126 6
a 173 111 6
a 173 48 19
a 173 171 10
a 173 107 3
a 173 138 4
a 173 51 7
a 173 41 4
a 173 63 13
a 156 157 6
a 156 158 9
a 156 159 2
a 156 160 3
a 156 161 19
a 156 162 14
a 156 163 10
a 156 164 13
a 156 165 10
a 156 166 7
a 156 167 6
a 156 168 12
a 156 169 18
a 156 170 9
a 156 171 13
a 156 172 1
a 156 173 10
a 156 174 13
a 156 175 13
a 156 176 17
a 156 177 5
a 156 178 12
a 156 179 7
a 156 180 15
a 156 181 8
a 156 182 7
a 156 183 3
a 156 184 15
a 156 185 16
a 156 186 17
a 156 187 14
a 156 188 5
a 156 189 13
a 156 190 14
a 156 191 17
a 156 192 6
a 156 193 11
a 156 194 14
a 156 195 9
a 156 196 10
a 156 197 18
a 156 198 9
a 156 199 8
a 156 0 5
a 156 1 16
a 156 150 17
a 156 110 3
a 156 55 15
a 156 28 7
a 156 151 16
a 156 49 16
a 156 4 8
a 156 54 4
a 156 7 12
a 156 71 9
a 156 38 8
a 156 13 3
a 156 143 1
a 156 34 15
a 156 35 1
a 156 66 3
a 156 142 12
a 156 118 17
a 156 3 10
a 156 97 6
a 156 140 12
a 156 16 11
a 156 122 6
a 156 117 9
c 195 2 26 2 124
c 124 59 113 136 59
c 97 35 30 37 105
c 102 108 106 123 91
c 98 135 138 66 72
c 114 119 106 110 34
c 11 26 196 20 28
c 163 193 151 69 115
c 136 158 108 117 193
c 122 149 91 134 131
c 165 121 88 5 178
c 53 89 103 143 179
c 117 107 166 186 165
c 132 165 154 126 31
c 70 91 71 189 34
c 32 14 36 180 169
c 19 27 20 41 192
c 30 62 92 109 179
c 107 137 145 94 47
c 154 174 59 63 140
c 145 161 161 198 35
c 172 164 152 162 40
c 183 22 173 178 153
c 11 143 149 143 139
c 148 53 99 89 25
c 169 11 147 191 57
c 60 88 186 16 86
c 33 81 133 154 159
c 162 177 88 183 155
c 145 190 114 129 109
c 74 186 191 16 99
c 177 18 85 53 161
c 52 94 13 59 39
c 130 178 173 178 154
c 146 21 44 55 184
c 172 185 78 172 183
c 86 104 52 60 190
c 172 1 123 114 99
c 109 46 161 2 107
c 159 4 24 82 93
c 157 162 30 38 155
c 83 114 113 120 36
c 15 35 101 113 142
c 2 88 32 51 57
c 34 3 178 19 199
c 164 199 176 14 182
c 102 140 148 162 101
c 126 135 41 70 99
c 76 87 142 167 80
c 6 70 183 14 45
c 178 20 127 171 88
c 2 24 66 48 117
c 69 93 94 130 85
c 175 13 130 174 137
c 186 188 23 68 125
c 155 165 117 145 164
c 13 42 49 3 183
c 152 195 115 198 108
c 61 78 80 94 168
c 151 195 38 72 178
c 84 96 94 172 27
c 141 70 114 37 154
c 78 182 197 36 100
c 14 53 42 53 112
c 79 93 159 1 37
c 18 23 64 158 74
c 73 118 109 117 142
c 0 29 106 16 30
c 134 45 160 165 105
c 17 2 75 107 159
c 17 60 12 153 31
c 2 57 73 86 186
c 199 14 130 149 51
c 168 196 55 100 172
c 40 81 70 99 108
c 129 80 16 35 152
c 199 35 199 37 142
c 126 157 164 6 174
c 0 18 148 156 104
c 193 196 115 143 110
c 120 185 43 52 121
c 120 164 64 108 78
c 34 191 104 146 30
c 94 197 2 12 139
c 95 101 191 14 190
c 130 97 122 165 147
c 119 134 36 75 163
c 153 161 131 138 113
c 162 39 112 142 148
c 108 119 192 6 146
c 158 181 52 66 108
c 81 107 39 46 110
c 135 163 127 182 146
c 132 83 46 71 190
c 57 63 12 51 154
c 4 20 56 58 111
c 123 119 27 56 167
c 194 195 83 6 134
c 151 163 196 100 27
c 167 66 111 134 131
c 81 95 168 186 57
c 108 13 162 40 28
c 126 166 167 180 123
c 104 86 195 4 119
c 25 50 133 135 44
c 156 174 172 190 134
c 139 155 7 93 190
c 0 28 123 147 88
c 195 64 178 3 31
c 22 13 156 71 136
c 58 87 73 93 133
c 36 62 22 62 158
c 133 139 7 44 151
c 19 167 143 14 173
c 83 143 26 181 185
c 189 11 199 23 64
c 107 109 146 165 191
c 184 11 177 20 102
c 122 165 70 71 43
c 124 165 169 174 195
c 90 131 16 86 124
c 142 113 133 143 89
c 60 72 169 188 87
c 21 99 62 193 175
c 48 52 194 18 166
c 114 125 40 74 197
c 104 18 151 196 159
c 139 87 28 60 67
c 124 164 20 26 25
c 145 44 64 65 190
c 123 128 197 21 51
c 166 186 52 69 102
c 177 12 15 87 191
c 181 79 21 40 42
c 191 3 81 92 143
c 103 74 131 43 26
c 123 142 63 87 198
c 47 73 61 106 28
c 18 56 50 137 160
c 152 174 131 116 192
c 119 106 88 47 37
c 195 83 156 177 46
c 93 198 44 86 30
